UUID,REF,LCX,KEYWORDS,RCX,lemma_bfm,pos_bfm
cc1cec01-c791-45b3-a7cb-d6bf73eaf54a,"commyn7, p. 46",", grant ennemye du seigneur Ludovic ( et luy la haïoit bien aussi ) .",Arrivé,"que fut le roy à Pavye , commença jà quelque poy de souspeçon : car",VERppe,|arriver|
fc15b6f3-b7f2-4bd7-b499-5eb5b617bcaf,"commyn7, p. 53","provision qu' ilz avoient , et si ne savoient que c' estoit de guerre .",Arrivéz,"qu' ilz furent , offrirent de recueillir le roy à Florance et aultres parties ;",VERppe,|arriver|
dc5cd0ac-fa37-43ad-849f-8ab033a636a0,"commyn7, p. 54",gaigner la bonne grace et faire quelque chose plus que les aultres . A son,arrivée,"furent envoyés au devant de luy monsr de Piennes , natif du païs de Flandres",NOMcom,|arrivée|
21b9a116-8106-46e3-bdf6-b0d3c033d9b9,"commyn7, p. 59","est plus grand chose que Florence propre , sauf les corps et les meubles .",Arrivé,"que fut ledit Pierre à Florence , congneüt que tout homme luy fit mauvais visaige",VERppe,|arriver|
9609d39f-7e16-4559-8ac5-faafe20cadd3,"commyn7, p. 60","mais bien estoit en doubte , va vers le palays , pour parler de l'",arrivée,du roy qui estoit encores à trois mille près . Et avoit sa garde acoustumée,NOMcom,|arrivée|
ea26f62d-da36-4abb-bd37-7dac40f5c733,"commyn7, p. 104",enfouyt en Pouille par mer . CHAPITRE XVIII Impressions de Commynes sur Venise 1 .,Arrivée,de Commynes à Venise . - Or est temps que je die quelque chose des,NOMcom,|arrivée|
f6e72b2a-90a7-4f7b-acfb-9d9cc0c642c8,"commyn7, p. 124",manda la Seigneurie plus matin qu' ilz n' avoient de coustume . Comme je fuz,arrivé,"et assis , me dist le duc que , en l' honneur de la saincte",VERppe,|arriver|
d7419da5-311c-4f4d-af68-ce8e3c25ec96,"commyn8, p. 10",", de frère Hieronyme de Florence J' ay oublié à dire que , moy estant",arrivé,"à Florence , allant au devant du roy , allay visiter ung frère prescheur ,",VERppe,|arriver|
3a1e7639-ec21-4105-8257-43a6ef34197d,"commyn8, p. 16",a le duc de Millan à demye lieue d' Ast . Poy à poy y,arrivèrent,envyron trois cens cinquante hommes d' armes et des gentilzhommes du Dauphiné et quelque deux,VERcjg,|arriver|
b085df8b-f231-4eba-976c-0a9998419eab,"commyn8, p. 26",; et se logèrent leurs ennemys à demye lieue d' eulx . CHAPITRE VII L',arrivée,a Fornoue 1 . Comment la grosse artillerie du roy passa les montz Apennins à,NOMcom,|arrivée|
ba98f91c-55bf-4a73-a9ca-9fae18fd5f5f,"commyn8, p. 31","retira sur une montaigne , luy et ses gens , attendant que le roy fust",arrivé,"près de luy . - Ledict mareschal , craignant d' estre assailly , monta à",VERppe,|arriver|
99ea74db-931b-483a-a823-31f682004513,"commyn8, p. 32","si bons comme noz Almans , et aussi que tous leurs gens n' estoient point",arrivéz,"et que on leur faisoit grant tort de combatre sans eulx ; et , s'",VERppe,|arriver|
8a1979f0-c39b-4854-846f-3dfa360f965c,"commyn8, p. 35",bataille de Fornoue . 1 . Comment le roy et son armée en petit nombre,arrivèrent,"au lieu de Fornoue , près du camp de ses ennemys , qui l' attendoient",VERcjg,|arriver|
b67cf947-470d-4685-9c38-075e268e941f,"commyn8, p. 46","devant ; et approchèrent trois pièces d' artillerie ; et , quant noz deux trompètes",arrivèrent,", ilz prindrent la nostre et l' envoyèrent en la tante du marquis et deliberèrent",VERcjg,|arriver|
99510bc7-c431-4015-9112-07db87b33cd1,"commyn8, p. 49","ung moument , et n' y avoit point ung quart d' heure que j' estois",arrivé,") , et estoient les ennemys à cent pas du roy , aussi mal gardé",VERppe,|arriver|
b6fd3e84-f3b0-4a97-9ae2-0df741cce582,"commyn8, p. 50","ceste arrière-garde . Comme j' ay dict , ung quart d' heure après que fuz",arrivé,", estant le roy ainsi près d' eulx , les ennemys gettent les lances en",VERppe,|arriver|
6936ecd1-55b9-4ca7-ae50-37c095a4c3f9,"commyn8, p. 54",qui en devoient avoir grant honte de l' avoir ainsi laissé . Toutesfoiz encores luy,arrivèrent,"- ilz à l' heure , car une bande petite de quelzques hommes d' armes",VERcjg,|arriver|
4393f161-9dab-4a55-9ebe-757988c33f88,"commyn8, p. 65",me acquittois vers eulx qui estoient assembléz par mon moyen . Et comme je fuz,arrivé,", leur monstray comment ilz n' estoient point venus jusques en my-chemin , comme ilz",VERppe,|arriver|
eb9b7ddf-b4af-4a2d-b153-1cac335f40ef,"commyn8, p. 66","que avant la nuyt je retournerois , et fismes trèves jusques à la nuyt .",Arrivé,"que fuz là où estoit le roy , et ledit secretaire avecques moy , ilz",VERppe,|arriver|
23e5a345-f399-4011-8b38-8bc6fa383b0a,"commyn8, p. 77",gastés et rompus . 2 . Situation du duc d' Orléans à Novare . -,Arrivé,"que fust le roy en Ast , et sur l' heure , avant que dormir",VERppe,|arriver|
6ba2152d-4f95-4c82-81be-e827df67b348,"commyn8, p. 80",mais mal experimenté en armée de mer . En ce mesme temps estant le roy,arrivé,"à Turin , se mouvoit plusieurs traictéz entre le roy et le duc de Millan",VERppe,|arriver|
ae9bbdb3-8fed-4089-97ea-4760c2377376,"commyn8, p. 87","les grans chiefz , comme le prince d' Orange , qui y estoit de nouveau",arrivé,"et à qui le roy donnoit de grant credit ès affaires de la guerre ,",VERppe,|arriver|
5a3911f2-d915-43ca-9e67-e90aea2c501d,"commyn8, p. 100","noz articles . Et estoit nostre façon de proceder que , dès que nous estions",arrivéz,"au logis dudit duc , il venoit au devant de nous et la duchesse jusques",VERppe,|arriver|
9563d802-8800-4dc4-bfb7-ae33347f364a,"commyn8, p. 104","Verseil , où ilz alloient . Le roy usa de quelque charité vers ceulx qui",arrivèrent,audit Verseil et ordonna huyt cens frans pour les departir en aulmosnes et aussi de,VERcjg,|arriver|
a6df6b4b-1a78-405c-a40d-d60113168a8e,"commyn8, p. 104","on avoit laissé au chasteau ( dont chascun jour en failloit quelzque ung ) ,",arrivèrent,"les Suysses , le nombre de huyt ou dix mille hommes , en nostre ost",VERcjg,|arriver|
41b5c666-590a-4cb8-8e25-3aa1266a8e53,"commyn8, p. 111",projet d' entrevue entre le roi de France et le duc de Milan . -,Arrivé,"que fut le roy à Trin , renvoya vers ledit duc de Millan ledit mareschal",VERppe,|arriver|
a15d6510-dbaa-4975-9b52-c39959a6fbd1,"commyn8, p. 122",pour part de leur soulde d' ung an et plus ; que s' ilz fussent,arrivéz,"ung mois plus tost , les maulx et hontes qui leur advindrent , comme entendrez",VERppe,|arriver|
f710484c-5a30-4904-a38a-c06c682ef9bf,"commyn8, p. 128","Florentins avoient prestées audit seigneur , à son grant besoing et neccessité , à son",arrivée,"en Ytalie , et donné six vingt mil ducatz , dont il ne restoit que",NOMcom,|arrivée|
473a7035-8676-4ead-a7bb-374b47ed0db3,"commyn8, p. 133","avoit envoyé nouvellement avecques ung paiement de deux moys , qui estoit mengié quant ilz",arrivèrent,", et là ne trouvèrent autre paiement . Ceulx-cy , se voyans en ce peril",VERcjg,|arriver|
d91af336-a448-4a96-bbf2-6ff83bab39d6,"commyn8, p. 159","carriere sur ung jenet , trois moys après ce qu' il l' eut espousée .",Arrivé,"que fut ledit du Bouchaige et faict son rapport , congneüt le roy qu' il",VERppe,|arriver|
1e2635a1-9c1b-4cad-aeab-9993e022805a,"commyn8, p. 160",maison de Castille au temps du seigneur d' Argenton Dix ou douze jours apprès l',arrivée,"dudit du Bouchaige et ses compaignons , vint lettres audit du Bouchaige d' ung des",NOMcom,|arrivée|
e2209247-48cc-4452-8f49-8c9be31e256e,"maniere1415, p. 70","sount maladez et beaucope d' eaux sount mortz . Et en oultre , le roy",arryva,illoeques joust la ville de Harfleu et avoit mys un graunt siege sur la dite,VERcjg,|arriver|
dfa0bf4e-842f-4ed8-86fa-049f82c45524,"tringant, p. 275","de Tucé . Et , le soir , print la ville du Mans , et",arryva,le seigneur de Montafillant à son secours à très belle compagnie . Le chasteau se,VERcjg,|arriver|
f8a6d9b3-6ffb-4dc1-9e76-de3d4a2c1f0e,"commyn1, p. 22","yroit ou non . Et à la fin marcha après les autres , et y",arryva,envyron sept heures du matin ; et desja y avoit cinq ou six enseignes du,VERcjg,|arriver|
7d2febf3-68b2-4804-b675-176143838b80,"commyn1, p. 56","avant que ceulx qui estoient venuz vers ces seigneurs eussent faict leur rapport , il",arryva,"en la ville en l' estat que l' on doit venir pour resconforter peuple ,",VERcjg,|arriver|
1e892ff2-a165-4532-a422-58976745409c,"commyn2, p. 147","les dessusdictz à Namur . Et le lendemain , le roy et ledict duc y",arryvèrent,", et les autres en partirent . Approchant de la cité , ce fol peuple",VERcjg,|arriver|
df6d1f05-4da4-4dd0-81e4-7d0f69925346,"commyn5, p. 23","duc de Lorrayne , comme j' ay dit , après avoir chevauché aucuns jours ,",arryva,vers lesdictes Alliances peu d' heures avant la bataille et avecques peu de gens ;,VERcjg,|arriver|
54258ef1-3ee6-446c-98aa-bb1111abf946,"commyn7, p. 37","tost n' eussent esté assailliz ; mais ce jour , ou l' endemain , y",arryva,"le duc Loys d' Orleans , avecques quelques naves et bon nombre de galées ,",VERcjg,|arriver|
0711c2a3-c6ae-4fed-a7d3-e67ff0cb749d,"commyn7, p. 61","il ne luy fust point ainsi mesadvenu : car , sur l' heure que je",arryvay,"à Venise , luy escripvitz et offris l' appoincter , car j' en avoie le",VERcjg,|arriver|
bd3a9f21-8a56-4e2d-829b-b29a17d93dae,"commyn8, p. 38","bonne intelligence avecques les providateurs , à mon partement de Venise et au soir que",arryvay,"à Padoue , que je creoye qu' ilz parleroient bien à moy en my-chemin des",VERcjg,|arriver|
1cc0a850-2a58-4f51-b644-f55899712e39,"commyn8, p. 179","cousta quarante cinq mil francs , comme me dirent les gens des finances . Je",arryvay,à Amboise deux jours après son trespas et allay dire mon oraison là où estoit,VERcjg,|arriver|
8f82895d-0e98-4304-b7cd-025a7af273db,"villehardouin1, p. 156","et li bon serjant , et li bon arbalestrier , chascune conpagnie ou endroit ele",arriva,. Et li Greu firent mult grant semblant del retenir . Et quant ce vint,VERcjg,|arriver|
8dedb0f9-6822-43fe-bc34-2e372ac18103,"clari, p. 42","si se traisent arriere , onques ne les oserent atendre , tant que li estores",arriva,", et quant il furent arrivé , si issirent li chevalier hors des uissiers tot",VERcjg,|arriver|
56323088-db38-45d9-9674-d196b071df80,"qgraal_cm, p. 208d","a pas lonc tens . Voirs fu , fet la damoisele , que ceste nef",arriva,"ou roiaume de Logres , et a celui tens avoit il guerre mortel entre le",VERcjg,|arriver|
4749219d-a2a1-4a78-b907-14b59f09e2bc,"qgraal_cm, p. 209c",", et l' emporta en une isle d' occident mout loign d' ilec . Si",arriva,devant une roche . Et quant il fu a terre si vint en une isle,VERcjg,|arriver|
30f1970f-fe60-42a4-bf29-b4f4cc1e964f,"sarrasin, p. 1",le jour de feste saint Augustin qui est en la fin d' aoust ; et,arrivames,"en l' isle de Cipre quinze jours devant la feste saint Remi , c' est",VERcjg,|arriver|
39f49dc8-d3b6-40b8-a841-109338bea1b9,"sarrasin, p. 8",les sales et les fremetez le roy qui fu occis en la bataille quant nous,arrivasmes,", et chascuns des barons ait aussi son grant ostel et bel dedens la cité",VERcjg,|arriver|
f9d25e2e-eb24-46a9-9726-424508d02373,"menreims, p. 3r","mort dont il morut . Et la demoiselle fu renvoiee par deça mer , et",arriva,"en la terre de Pontiu , et la conversa grant piece car ele ne s'",VERcjg,|arriver|
8e3e0152-1099-49e1-b2a8-5d4d56b21c51,"menreims, p. 15r","en Normendie au plus tost qu' il pot , et au plus esforciement , et",arriva,"a Diepe un soir . Et l' endemain , ainz jour , fist sa gent",VERcjg,|arriver|
9decd380-4625-4976-a4ce-d7438a698e96,"menreims, p. 19v","mout de pueple . Et s' en alerent a deus hales , la premiere ale",arriva,"a Acre a la saint Michiel , et i ot mout gent . Et orent",VERcjg,|arriver|
01576410-8576-48bf-abbe-64507ef81225,"menreims, p. 52v","destorbiers , atout trois enfanz qu' il ot en la terre de Surie , et",arriva,"a Aigue Morte , et erra tant par ses jornees qu' il vint en France",VERcjg,|arriver|
bd41095d-376d-45c8-bf40-17a2d004da41,"JAntInv, p. INVII095-1","se virent en tele tempeste en grant peril , si voerent que , se il",arrivassent,"en sauveté a cel port qu' il desiroient , il feroient sacrefice d' un toreau",VERcjg,|arriver|
f323deb8-6800-4a2f-9cc2-28f84bdcd296,"fauvel, p. 73, v. 1965",poes . En cest estat estoit Fortune Quant Fauvel avec sa commune A Macrocosme s',arriva,". Fortune y sot , tantost y va , Et quant il vit sa majesté",VERcjg,|arriver|
73a85963-c565-4ff3-bc77-982f65db2f2f,"moree, p. 30",Et erra tant par terre et par mer que il vint en la Morée et,arriva,"en . casal , que on appelle Achaÿe , a l' encontre de Patras .",VERcjg,|arriver|
12c7bed0-f0e7-4ddc-8aac-776a62efe0ef,"moree, p. 62",prirent port au chastel de Beauvoir en la Morée . Et adonc quant celle dame,arriva,", monseignor Goffroys de Villarduin si se trova à la Glisiere . Et quant il",VERcjg,|arriver|
bafd76ee-e987-481f-94ec-7fa1d0c936a8,"moree, p. 157","ses journées , que par terre que par mer , que par . sepmaines il",arriva,en Clarence . Lors enquist ou li princes estoit . Si lui dist on que,VERcjg,|arriver|
22b69718-f4dd-4961-8db2-9e0070cd2520,"grchron9, p. 12","enfant avant son terme . Toute voies , à l' aide de Dieu , elle",arriva,seurement au port d' Angleterre . Après toutes ces choses il vint à la cognoissance,VERcjg,|arriver|
33f047dd-a773-4421-8bba-a78695c9d6b5,"grchron9, p. 53","chevalier et puissant en armes , qui avoit IIIc hommes d' armes combatans , et",arriva,à I port dont nulle personne du monde ne s' en donnoit de garde ;,VERcjg,|arriver|
0367a185-5bd5-4fb2-9fff-ac664d3a1836,"SGenPr2, p. 86",". Li freres couchiés a terre en oroison et en lermes , li bons evesques",arriva,"a sollennele procession , car de ancienne coustume est gardé sanz faillir que , toutesfoiz",VERcjg,|arriver|
085313df-16b2-4c02-9174-049c8ac0e367,"Berin1, p. 200","de pluseurs autres richesses , et en ot bien autant ou plus que quant il",arriva,". Et avecques ce , Logre ottroya que qui vouldroit entrer en mer avecques lui",VERcjg,|arriver|
6bf780cd-db5c-48b0-8db4-6651b557e862,"Berin1, p. 293","en grant transquillité . Tant ala Aigres par terre et par mer , qu' il",arriva,"ou royaume de Loquiferne , dont envoia son escuier Gallopin au seigneur de la terre",VERcjg,|arriver|
62482aa4-03a5-4e0e-9d53-28cda2acdd8c,"Berin1, p. 334",chevalier preu et hardi avecques vous ! Que l' eure soit maldicte que vostre compaignon,arriva,oncques en ce païs ! Car par sa mauvaistié ay je perdu joie et honnour,VERcjg,|arriver|
a17a22b1-6e0d-4725-81cd-6e68f8f20794,"regcrim1, p. 6, l. 2","à une abbaye nommée Lencloistre , à deux lieues de Chasteauleraut , il vit et",arriva,"depuis qu' il fu party dudit lieu de Chinon ; en laquelle abbaye , qui",VERcjg,|arriver|
6d853d7b-6468-4b43-8b15-6243abe12441,"regcrim1, p. 60",dudit lieu de Corbefin à Paris . En laquelle ville de Paris il vint et,arriva,"deux ans a ou environ , et autrement n' est record du temps . Lequel",VERcjg,|arriver|
b6658ea6-5a3f-4a86-9fd2-298f8e5b50db,"regcrim1, p. 146","au devant d' icelle femme , laquele ilz avoient batue et encore batoyent quant il",arriva,"sur eulx , ausquelz compaignons il qui parle dist ces paroles ou samblables : «",VERcjg,|arriver|
be87f5e7-b325-412d-bb93-609e9c133a9d,"regcrim1, p. 155","la Tousains derrerement passée , ladite Jehennete de Valenciennes , s' amie , vint et",arriva,"en icelle ville de Vaily , en laquelle ville ilz ont esté ensamble jusques le",VERcjg,|arriver|
2ca7956e-5c9c-4087-b422-3a50341c7dbc,"regcrim1, p. 181","il estoit nuit , comme dit est . Auquel sergent , quant lui qui parle",arriva,"audit debat et conflit , d' un baston de fagot qu' il tenoit en sa",VERcjg,|arriver|
c442f84b-1b3e-479c-82a4-09998710e2e4,"regcrim1, p. 312",", et depuis en plusieurs autres pelerinages , jusques à samedi derrenierement passé qu' il",arriva,"à Paris ; depuis lequel temps , il est alez et venuz parmi Paris ,",VERcjg,|arriver|
c9df5a57-250d-4972-a95a-15db6bf3eec5,"regcrim1, p. 434",", environ cinq ou six jours après , il ala à Chartres , et y",arriva,"à un jour de samedi ; et , le lundi ensuivant , ala en Nostre-Dame",VERcjg,|arriver|
04339cca-435d-4447-b582-92d9b3b51421,"regcrim1, p. 533","ala en la ville de Marle , là où le chancelier dudit mons. de Berry",arriva,environ quatre jours après ce qu' il ot presenté audit mons. de Berry lesdites lettres,VERcjg,|arriver|
4ab23278-5cd4-4f2c-b1db-3e2634f72baa,"regcrim1, p. 541","que , le lundi precedent de la veille Nostre-Dame en septembre derrenierement passé , il",arriva,"en la ville de Noyon ainsy comme à heure de disner , et en laquelle",VERcjg,|arriver|
b1666c39-79ae-40ef-80fb-c2fd382f864b,"regcrim1, p. 559","d' une fontaine où elle avoit esté querir de l' eaue en une cruche ,",arriva,"en sa maison , et y trouva le marchant cy-dessus nommé et le prisonnier qui",VERcjg,|arriver|
b1b21ff6-f099-4e56-adbc-8bce48cb9ac1,"regcrim1, p. 561","dudit hostel , avoit trait une choppine de vin pour son boire et desjeuner ,",arriva,"sur lui ledit Bechopois , lequel il avoit veu oudit dimenche derrenierement passé , au",VERcjg,|arriver|
b5a5d542-4044-472a-ae56-da88e1b27f2f,"regcrim2, p. 28","d' ilec alé et venu jusques en la ville de Paris , en laquele il",arriva,"le jour d' yer , et exposa icelle vaissele en vente . Pour souspeçon d'",VERcjg,|arriver|
f7bd9dd5-3384-4c03-809c-85ed8e10c974,"regcrim2, p. 82","ce que elle est acointe dudit chamberier . Et , assez tost après ce ,",arriva,"ledit Thevenin , qui dist et rapporta audit chamberier la mort dudit feu maistre Jehan",VERcjg,|arriver|
a3c4d10e-6118-4f7d-a2d5-afc6e10d11ac,"regcrim2, p. 122",c' est assavoir : que environ le temps dessus desclairé que icellui sire de Nouvion,arriva,"audit lieu de Caudebec , environ heure de vespres , il trouva elle depposant qui",VERcjg,|arriver|
3cd01ece-48dd-4ea6-b396-73a31402fd89,"regcrim2, p. 443",ledit Pierre de Vailledoli s' en retourna à Montliçon et le jour qu' il y,arriva,se parti de ladite ville sur le vespre et coucha dehors toute la nuit et,VERcjg,|arriver|
f6dd576c-90b0-4dad-9cab-e1826f9c8ead,"melusine, p. 23",Et chevaucha tant que la nuit le prist et que il fu myenuit . Et,arriva,"sur une fontaine nommee la Fontaine de Soif , et aucuns la nommerent la Fontaine",VERcjg,|arriver|
ac4a1384-048c-443e-aa81-bb64425b0d5d,"melusine, p. 143",ils estoient moult desirez des nobles du pays qui attendoient leur venue . Comment Guyon,arriva,au Cruq a noble baronnie et espousa Florie et fu roy d' Armenie . Comment,VERcjg,|arriver|
755c44f6-7295-453f-ab4d-c5274703898c,"melusine, p. 143",Cruq a noble baronnie et espousa Florie et fu roy d' Armenie . Comment Guyon,arriva,au Cruq a noble baronnie et espousa Florie et fu roy d' Armenie . En,VERcjg,|arriver|
ddf36848-ded1-499d-a8f0-82d4a9eba75c,"melusine, p. 215","la veue . Et sachiez que le tiers jour après , Gieffroy au grant dent",arriva,"soubz le Limacon , mais le maistre du port ne le laissa pas entrer dedens",VERcjg,|arriver|
1a60a9e3-d655-47c7-a7a0-3bff28c06ed1,"melusine, p. 238","que Gieffroy singla tant , et sa gent , par la marine , qu' il",arriva,"a un soir a la Rochelle , ou il fu moult bien festoiez . Et",VERcjg,|arriver|
55b39b8b-7d0f-4978-bb18-bc3834c6b353,"melusine, p. 270","Mont Jeu , et les passa , et chevaucha tant par la Lombardie qu' il",arriva,"au soir a Romme en Pré Noiron . Et le landemain , par matin ,",VERcjg,|arriver|
99ba5f81-33ff-4846-a6ef-53c9b481edb8,"melusine, p. 279","conte de Vandosme ; et Remond , le conte de Forests , leur frere ,",arriva,"en celle journee . Grant fu la feste que les freres s' entrefirent , et",VERcjg,|arriver|
5a9177b8-ef52-4c11-a067-a1392149b1e6,"melusine, p. 302","erre , et entra en mer a belle compaignie , et tant erra qu' il",arriva,"la nuit de devant la sourveille Saint Jehan ou chastel de l' Espervier , et",VERcjg,|arriver|
82de2474-dc40-43d7-8090-9772cb91d454,"anglure, p. 3",partout . De Corbe d' Esson a Cluge ; de Cluge a Venise . Nous,arrivasmes,"a Venise le lundi . jour d' aoust laquelle est tresexcellante , noble , grande",VERcjg,|arriver|
b444853b-2016-49b5-9f8f-f1898fb61983,"anglure, p. 6",mer . Et le lundi matin nous partismes du port de Venise ; sy /,arrivasmes,"a Paula , qui est a cent . oultre Venise , le mardi ensuivant ,",VERcjg,|arriver|
5234e92f-c905-45ff-a57c-4c82b4e4a24d,"anglure, p. 7",". Item , le mercredi premier jour de septembre , partismes de Paula , et",arrivasmes,"tantost a une petite isle qui a nom Insule , tout près de Paula ;",VERcjg,|arriver|
52a10b35-829f-4a83-a4cd-d3710bb4eb23,"anglure, p. 7",des marigniers devant le capitaine des galées . Cedit jour mesmes partismes d' illec et,arrivasmes,a Corfo le lundi ensuivant . jour de septembre . Corfo est une isle qui,VERcjg,|arriver|
c69d89ba-e21e-447f-b194-eb7ec170f3e8,"anglure, p. 7","mer , tant a voille comme a rames , jusques au sabmedy ensuivant que nous",arrivasmes,en une isle qu' on appelle Chifornia . Et arrivasmes droit a une belle fonteine,VERcjg,|arriver|
2b8413aa-950f-47ec-9ca2-0f3002d363d1,"anglure, p. 7",au sabmedy ensuivant que nous arrivasmes en une isle qu' on appelle Chifornia . Et,arrivasmes,droit a une belle fonteine d' eaue doulce ou il ot jadis une ville que,VERcjg,|arriver|
1f0d9122-02b1-417a-a1e6-6551a120af6f,"anglure, p. 8","passasmes par devant Licardia , ung bel chastel qui siet en la Morée . Sy",arrivasmes,"a Modin le mercredi ensuivant , . jour de septembre . Modin est cité belle",VERcjg,|arriver|
f4d58cbf-fb61-4983-bb73-2baa538f3917,"anglure, p. 8","par mer jusques au dimenche au soir , . jour dudit mois , que nous",arrivasmes,"a Rodes . RODES Nous arrivasmes a Rodes le dimenche , . jour de septembre",VERcjg,|arriver|
587c5b4d-497b-4300-a7e4-89805b6591ba,"anglure, p. 8","soir , . jour dudit mois , que nous arrivasmes a Rodes . RODES Nous",arrivasmes,"a Rodes le dimenche , . jour de septembre , par nuit . Et se",VERcjg,|arriver|
6bf603dc-9c33-46bf-a5eb-4ed6600b7cc7,"anglure, p. 10","l' isle de Chipre . Et le vendredi ensuivant , . jour dudit mois ,",arrivasmes,a Baruth . Baruth est belle cité ; mais elle fut jadis plus belle qu',VERcjg,|arriver|
28c9062e-3082-4dfb-ae7b-f41ab8ad794c,"anglure, p. 11",par Dyacre ; apprès par devant Chastel Carmelin et par devant Chastel Pelerin ; et,arrivasmes,"a Jasfe le jeudi darrenier jour de septembre , qui est le port ou l'",VERcjg,|arriver|
9d10ac3f-1a0c-48cf-b227-b64b9975dc02,"anglure, p. 46","tout le jour ; et au soir , environ deux heures en la nuit ,",arrivasmes,a Saincte Katherine . SAINCTE KATHERINE A Saincte Katherine a tresbelle demorance selon l' usage,VERcjg,|arriver|
94952e81-658c-4992-9cba-cdad8e1be961,"anglure, p. 68","Anthoine et Saint Pol , et alasmes au contremont dudit flun du Nil , et",arrivasmes,a Saint Anthoine sur le Nil le sabmedi ensuivant . SAINT ANTHOINE SUR LE NIL,VERcjg,|arriver|
9508354c-47e3-4435-8229-c7c9a950a9a5,"anglure, p. 76","noir et a cornes en la teste , courtes , grosses et bossues . Nous",arrivasmes,"en Babiloine au retour du voyage de Saint Anthoine et Saint Pol , le mercredi",VERcjg,|arriver|
fd2b5d88-bf91-4eb4-9518-4ce9e9ebf0ae,"anglure, p. 77",", et puis passasmes par une autre ville que l' en appelle Corion . Nous",arrivasmes,"près de la cité d' Alixandre en Egipte le lundi ensuivant , . jour de",VERcjg,|arriver|
d941a5f9-e395-4ee2-ac4b-eb3972a499ad,"anglure, p. 80","appeloit Limesso en Chippre . Et si comme il plut a Nostre Seigneur , nous",arrivasmes,"devant icelle ville de Limesso , non pas tout près mais plus bas , environ",VERcjg,|arriver|
60881b90-640e-4ca5-8c1c-dc31930ca654,"anglure, p. 91",illec par une isle que l' en appelle l' Isle de la Pucelle . Illec,arrivasmes,"nous , et y trouvasmes une belle chappellette de Nostre Dame , qui est appellée",VERcjg,|arriver|
d4319795-4a47-4f90-a9e8-e382b7347065,"anglure, p. 91",", et apprès d' illec entrasmes ou pelaige pour passer en Rodes . RODES Ainssin",arrivasmes,"nous en Rodes sur celledicte barquette le mercredi apprès les Brandons , jour des .",VERcjg,|arriver|
09befe9f-9d8d-4196-870c-e587a946ffce,"anglure, p. 96",".VJe. jour de may que , par le vent qui nous fut contraire , nous",arrivasmes,"a une petite isle appellée l' isle de la Monte , qui est a .",VERcjg,|arriver|
6ae843f2-2ab9-4c82-82e1-5c5b639b9721,"anglure, p. 98","au mardi apprès Penthecouste , . jour de may , que a cedit jour nous",arrivasmes,"au port de Venise . Et y sejournasmes . jours entiers , et y acchetasmes",VERcjg,|arriver|
ec3c1fc0-b458-462d-9e8b-a8ed687abe5b,"QJoyesKa, p. 143r","est pas acertené qu’ ilz aient riens fait de mal , pour ce qu’ il",arriva,entre deux . Or fault il savoir que la pouvre femme desconseillee est devenue .,VERcjg,|arriver|
0bc01ca7-49ed-47c6-b523-a0126309a353,"cdo_retenue, p. 8, v. 229",ce dard . Helas ! helas ! g'y envoiay trop tard : Car quant Penser,arriva,"vers mon cueur , Il le trouva ja pasmé de doulceur . Quand je le",VERcjg,|arriver|
b4331eaa-46a6-4005-9fba-5907c59feec8,"monstre, p. 8","par avant avoit fait son amas de gens d' armes en ses seignouries , y",arriva,", environ huit jours après le Saint Jehan , à tout six cens combatans ou",VERcjg,|arriver|
09d70c12-7cc2-46ef-8b89-58d4b3631e61,"jouvencel1, p. 31","avec soy . Et les mena et guyda si bien de nuyt , qu' il",arriva,au pré où paissoient les chevaulx ; et tant feirent qu' ilz admenerent et chasserent,VERcjg,|arriver|
76399242-ef65-4562-beec-523b7eff7a37,"jouvencel1, p. 33",à l' heure que la lune rayoit ja clere et serie ; par quoy nous,arrivasmes,"si à point au lieu où estoient les chevaulx , que à celle heure l'",VERcjg,|arriver|
215e629f-567b-470b-afdc-cd82fd81b18c,"jouvencel1, p. 37","le guet fist appareillier le residu de la garnison tellement que , quant le cappitaine",arriva,", ilz saillirent au devant de lui ; et ceulx qui de dehors estoient ,",VERcjg,|arriver|
d276b9ce-5cc3-4f6b-9643-05c6887ce04e,"jouvencel1, p. 84","un estoit guyde de leurs adversaires , et atant s' en passerent outre . Puis",arriva,"icellui cappitaine atout ses compaignons , ausquelz ilz dirent ce que le Mareschal leur avoit",VERcjg,|arriver|
6766b34c-3f21-4930-938e-e6934c83ed4d,"jouvencel1, p. 133",ainsi qu' il avoit esté devisé . Et tant firent que le sire de Roqueton,arriva,", ainsi qu' il devoit , et saya la barrière bien et subtillement . Puis",VERcjg,|arriver|
bc596e77-4abc-46c9-af63-e44ae67c2d40,"jouvencel1, p. 139",force et fureur ; il y a quelque chose . » Et sur ces parolles,arriva,le Jouvencel à la barrière ; et la trompette du cappitaine de Crathor sonne encor,VERcjg,|arriver|
037ba7b1-5288-4c6a-92a8-5b94ff31633c,"jouvencel1, p. 163",", ainsi que cy aprez pourrez plainement ouyr racompter . Vray est que le Jouvencel",arriva,"à Crathor , lui et sa compaignie , en grant courraige de guerroyer ses ennemiz",VERcjg,|arriver|
e5b3b62f-76b1-4c88-920c-68c58b5e6edd,"jouvencel1, p. 166",de ceulx du siège le apperçeussent ; et chevaucha par ses journées tellement qu' il,arriva,devers le Roy et fit son rapport bien et saigement comme il en estoit bien,VERcjg,|arriver|
